RowNumber,CreditScore,Geography,Age,Balance,IsActiveMember,EstimatedSalary,Exited,Complain
5676,766,1,26,104258.8,1,428.23,0,0
5677,749,1,26,0,1,34948.77,0,0
5678,655,3,32,113447.01,0,82084.3,0,0
5679,630,1,33,0,0,64804.59,0,0
5680,778,3,33,111063.73,0,83556.65,0,0
5681,757,3,30,161378.02,0,71926.28,1,1
5682,529,2,39,82766.43,1,122925.44,0,0
5683,620,2,29,0,0,13133.88,0,0
5684,615,1,61,104267.7,0,62845.64,1,1
5685,735,1,25,91718.8,0,28411.23,0,0
5686,705,2,47,63488.7,1,28640.92,1,1
5687,644,2,46,12459.19,0,156787.34,1,1
5688,505,3,37,159863.9,1,125307.87,0,0
5689,471,3,23,104592.55,0,131736.23,0,0
5690,722,2,50,132088.59,1,128262.14,0,0
5691,577,2,39,0,0,91366.42,0,0
5692,744,2,44,120654.68,0,82290.81,0,0
5693,573,1,30,0,0,66190.21,0,0
5694,653,1,32,83772.95,1,23920.65,0,0
5695,660,1,31,172325.67,1,45438.38,0,0
5696,787,1,46,117685.31,1,93360.35,0,0
5697,617,1,41,0,1,14496.67,0,0
5698,567,1,39,0,0,168521.72,0,0
5699,682,2,64,0,1,103318.44,0,0
5700,684,1,35,135871.5,1,87219.41,0,0
5701,447,1,41,0,1,197490.39,1,1
5702,625,3,49,128504.76,0,126812.63,1,1
5703,585,1,36,0,0,94283.09,0,0
5704,516,1,42,56228.25,0,46857.52,0,0
5705,732,3,45,98792.4,0,81491.7,1,1
5706,628,3,40,181768.32,1,129107.97,0,0
5707,682,2,48,101198.01,1,49732.9,0,0
5708,746,1,25,0,1,88728.47,0,0
5709,655,1,60,0,1,86981.45,0,0
5710,644,1,39,0,0,3740.93,0,0
5711,778,1,34,139064.06,0,67949.32,0,0
5712,617,1,35,104508.1,1,147636.46,0,0
5713,660,3,35,113948.58,0,188891.96,1,1
5714,537,1,47,0,1,25482.62,0,0
5715,554,1,39,0,1,18391.93,0,0
5716,806,1,31,0,1,140168.36,0,0
5717,611,3,37,117524.72,1,161064.29,0,0
5718,665,1,37,160389.82,1,183542.08,0,0
5719,648,1,37,0,0,194238.92,0,0
5720,692,1,27,125547.53,0,7900.46,0,0
5721,507,2,46,92783.68,1,51424.29,0,0
5722,696,3,49,97036.22,0,152450.84,1,1
5723,681,1,34,0,0,55816.2,0,0
5724,687,1,26,0,1,32909.13,0,0
5725,641,2,40,102145.13,1,100637.07,0,0
5726,507,1,33,113452.66,0,142911.99,0,0
5727,688,2,46,155681.72,0,26287.21,0,0
5728,535,3,38,127475.24,0,60775.76,1,1
5729,701,1,41,0,1,146257.77,0,0
5730,488,1,43,112751.13,1,28332,0,0
5731,539,1,29,0,1,100919.19,0,0
5732,674,1,45,144889.18,1,102591.9,1,1
5733,538,2,40,0,1,25554.4,0,0
5734,829,1,22,150126.44,0,152107.93,1,1
5735,768,1,54,69712.74,1,69381.05,0,0
5736,585,2,44,0,1,101728.46,0,0
5737,581,1,31,0,0,89040.61,0,0
5738,682,3,35,117438.92,1,16910.98,0,0
5739,653,1,38,119315.75,0,150468.35,0,0
5740,712,1,30,89571.59,1,177613.19,0,0
5741,620,3,34,102251.57,0,120672.09,0,0
5742,709,1,42,118546.71,1,77142.85,0,0
5743,832,1,61,0,1,127804.66,1,1
5744,635,2,38,103257.14,0,158344.63,0,0
5745,749,2,43,124209.02,1,167179.48,0,0
5746,629,2,32,0,1,15404.64,0,0
5747,836,2,41,150302.84,1,156036.19,0,0
5748,542,2,34,108653.93,1,144725.14,0,0
5749,645,1,45,85325.93,0,22558.74,0,0
5750,844,1,29,0,0,147342.03,0,0
5751,747,3,37,135776.36,0,85470.45,1,1
5752,645,1,40,131411.24,1,194656.11,0,0
5753,752,2,36,0,1,48505.1,0,0
5754,760,2,41,0,0,101491.23,0,0
5755,714,3,45,106431.97,1,164117.69,0,0
5756,717,1,50,90305.76,1,124626.57,0,0
5757,645,3,28,117466.03,1,34490.06,0,0
5758,681,1,32,148884.47,1,90967.37,0,0
5759,681,3,44,91115.76,0,24208.84,1,1
5760,679,3,37,77373.87,1,174873.09,0,0
5761,528,2,23,104744.89,0,170262.97,0,0
5762,710,1,31,0,1,112289.06,0,0
5763,733,3,39,91538.51,1,93783,0,0
5764,724,1,32,0,1,150026.79,0,0
5765,726,1,34,185734.75,1,102036.82,0,0
5766,520,1,30,143396.54,1,898.51,0,0
5767,556,1,40,125909.85,1,95124.4,0,0
5768,579,1,45,0,0,11514.39,0,0
5769,674,1,36,154525.7,1,27468.72,0,0
5770,570,1,29,0,0,37092.43,0,0
5771,631,1,51,100654.8,0,171587.9,0,0
5772,623,2,44,83325.77,1,80828.78,0,0
5773,665,1,35,110934.54,0,169287.99,0,0
5774,523,2,36,113680.54,0,13197.44,0,0
5775,706,3,31,117020.08,0,54439.53,0,0
5776,619,1,49,145359.99,0,38186.85,0,0
5777,593,3,39,151391.68,0,27274.6,1,1
5778,608,2,66,123935.35,1,65758.19,0,0
5779,526,1,36,0,0,97767.63,0,0
5780,684,2,40,70291.02,1,115468.84,1,1
5781,604,3,42,166031.45,0,98293.14,0,0
5782,636,3,36,96643.32,0,182059.28,0,0
5783,669,2,33,0,1,128538.05,0,0
5784,624,1,71,0,1,108841.83,0,0
5785,631,1,29,0,1,18581.84,0,0
5786,753,1,48,0,1,146821.42,0,0
5787,588,1,40,0,0,100727.68,0,0
5788,729,3,26,97268.1,0,39356.38,0,0
5789,602,1,42,0,0,169921.11,1,1
5790,689,3,55,76296.81,0,42364.75,1,1
5791,486,2,27,0,0,28823.04,0,0
5792,809,3,42,64497.94,1,182436.81,1,1
5793,562,1,38,0,0,115700.2,0,0
5794,763,2,32,0,0,16725.53,0,0
5795,669,1,57,0,1,56875.76,0,0
5796,709,1,39,0,0,56214.09,0,0
5797,554,2,45,0,1,193412.05,0,0
5798,699,1,37,0,0,83263.04,0,0
5799,732,2,54,134249.7,1,13404.4,0,0
5800,625,1,45,0,1,184474.15,1,1
5801,599,1,30,105443.68,1,121124.53,0,0
5802,584,2,50,0,1,152567.75,1,1
5803,499,1,35,0,0,10722.54,0,0
5804,526,2,38,0,0,58010.98,0,0
5805,625,3,35,86147.46,0,163440.8,1,1
5806,537,2,38,96939.06,1,102606.92,0,0
5807,696,2,47,106758.6,1,80591.18,0,0
5808,679,1,33,112528.65,0,177362.45,0,0
5809,684,1,60,116563.58,0,120257.7,1,1
5810,850,1,32,0,1,180622.02,0,0
5811,495,2,42,0,0,130404.53,0,0
5812,537,2,38,141786.78,1,147797.54,0,0
5813,850,1,41,136416.82,1,57844.26,0,0
5814,513,1,30,0,0,162523.66,0,0
5815,618,3,40,133245.52,1,54495.82,0,0
5816,802,3,41,90757.64,1,169183.66,0,0
5817,547,1,43,92350.36,1,80262.91,0,0
5818,613,3,69,78778.49,1,8751.59,0,0
5819,592,3,34,102143.93,1,102628.98,0,0
5820,546,1,29,0,1,94823.95,0,0
5821,721,3,37,98459.6,0,90821.66,0,0
5822,671,3,47,114603.76,0,153194.32,1,1
5823,624,2,35,0,0,87310.59,0,0
5824,751,3,51,148074.79,0,146411.41,1,1
5825,636,2,36,0,1,74048.1,1,1
5826,607,2,62,108004.64,1,23386.77,1,1
5827,509,3,29,107712.57,1,92898.17,0,0
5828,653,2,35,0,1,45956.05,0,0
5829,709,2,37,0,0,71738.56,0,0
5830,559,1,32,145303.52,0,103560.98,0,0
5831,684,3,37,138476.41,1,52367.29,0,0
5832,635,1,27,127471.56,1,152916.05,1,1
5833,709,1,26,156551.63,1,4410.77,0,0
5834,656,3,49,97092.87,0,74771.22,1,1
5835,793,1,32,0,0,193817.63,1,1
5836,609,2,37,129312.79,1,26793.82,0,0
5837,618,3,29,100315.1,1,32526.64,0,0
5838,850,1,35,81684.97,0,824,0,0
5839,669,2,51,88827.53,0,85250.77,1,1
5840,594,3,40,152092.44,1,83508.93,0,0
5841,616,2,71,0,1,173599.38,0,0
5842,676,1,49,0,0,79342.31,1,1
5843,608,2,38,102406.76,1,57600.66,0,0
5844,710,1,21,109130.96,1,56191.99,0,0
5845,695,1,29,0,1,6770.44,0,0
5846,530,3,33,75242.28,1,101694.67,0,0
5847,509,2,29,0,0,69113.14,0,0
5848,517,1,45,0,0,172674.36,1,1
5849,758,3,33,129142.54,1,26606.28,0,0
5850,665,1,51,0,0,53353.36,0,0
5851,631,3,22,139129.92,1,63747.51,0,0
5852,576,2,33,0,1,190112.05,0,0
5853,544,2,22,66483.32,1,110317.39,0,0
5854,596,3,40,62389.03,0,148623.43,1,1
5855,481,1,34,0,1,125253.46,0,0
5856,498,1,46,91857.66,0,101954.78,1,1
5857,512,2,31,0,0,168462.26,0,0
5858,594,1,56,0,0,26215.85,1,1
5859,570,1,30,176173.52,0,97045.32,1,1
5860,721,2,38,0,1,53534.8,0,0
5861,453,1,37,131834.76,0,8949.2,0,0
5862,562,1,48,92347.96,1,163116.75,0,0
5863,682,1,40,0,1,140745.91,0,0
5864,748,1,40,95297.11,0,171515.84,0,0
5865,729,1,32,0,0,150803.44,0,0
5866,663,1,39,0,0,76884.05,0,0
5867,735,1,53,123845.36,1,170454.93,1,1
5868,627,3,62,143426.34,1,143104.3,0,0
5869,713,1,46,0,1,55701.62,0,0
5870,562,3,31,112708.2,1,186370.3,0,0
5871,632,1,43,100013.51,0,24275.32,0,0
5872,479,1,33,208165.53,0,50774.81,1,1
5873,658,2,21,0,1,154279.87,0,0
5874,598,1,40,0,0,68462.59,1,1
5875,597,1,19,0,1,91036.74,0,0
5876,512,1,33,121685.31,1,83681.97,0,0
5877,704,1,39,111525.02,0,199484.96,0,0
5878,474,1,26,0,0,152491.22,0,0
5879,604,3,36,113546.3,1,134875.37,0,0
5880,683,1,41,95696.52,1,184366.14,0,0
5881,537,1,28,88963.31,1,189839.93,0,0
5882,794,2,31,144880.34,1,175643.44,0,0
5883,732,1,55,136576.02,1,3268.17,1,1
5884,495,1,38,63093.01,1,47089.72,0,0
5885,552,3,38,132271.12,1,46562.02,0,0
5886,602,1,29,88814.4,1,62487.97,0,0
5887,607,3,40,90594.55,1,181598.25,0,0
5888,675,3,33,141816.25,0,64815.05,1,1
5889,443,1,54,138547.97,1,70196.23,1,1
5890,727,1,31,52192.08,1,160383.47,0,0
5891,482,1,38,124976.19,0,35848.12,0,0
5892,686,1,34,0,0,87278.48,0,0
5893,588,3,35,104356.38,0,94498.82,0,0
5894,605,2,48,150315.92,1,133486.36,0,0
5895,583,1,39,129299.28,0,73107.6,0,0
5896,738,3,37,140950.92,0,195333.98,0,0
5897,744,2,30,128065.12,0,121525.48,0,0
5898,781,1,23,107433.48,0,173843.21,0,0
5899,699,1,34,117468.67,0,185227.42,0,0
5900,639,1,27,0,0,125244.18,0,0
5901,583,1,27,0,0,163113.41,0,0
5902,587,1,42,0,0,123006.91,0,0
5903,694,1,40,0,0,40463.03,0,0
5904,570,1,29,153040.03,1,131363.57,1,1
5905,692,3,45,142084.04,0,188305.85,1,1
5906,511,1,30,0,0,143994.86,0,0
5907,788,1,32,112079.58,0,89368.59,0,0
5908,526,2,66,132044.6,1,158365.89,0,0
5909,749,2,46,66582.81,0,78753.12,1,1
5910,691,1,33,0,1,100408.31,0,0
5911,481,1,39,0,1,24677.54,0,0
5912,752,1,33,0,1,39570.78,0,0
5913,658,1,38,102895.1,0,155665.76,0,0
5914,679,2,42,0,1,168294.27,0,0
5915,754,3,27,117578.35,1,87908.01,0,0
5916,679,1,47,198546.1,0,191198.92,1,1
5917,633,2,39,0,0,191207.03,0,0
5918,674,1,31,0,0,128954.05,0,0
5919,600,3,28,116623.31,1,59905.29,0,0
5920,645,2,49,0,0,162012.6,0,0
5921,698,1,36,0,1,19231.98,0,0
5922,508,2,54,0,1,175749.36,0,0
5923,555,1,44,105770.7,0,60533.96,1,1
5924,751,1,48,0,0,137508.42,1,1
5925,738,1,39,94435.45,1,189430.86,0,0
5926,706,3,39,112889.91,1,6723.66,0,0
5927,595,1,53,0,0,41371.68,1,1
5928,577,3,43,127940.47,0,125140.72,1,1
5929,578,3,36,129745.1,1,143683.75,0,0
5930,699,1,32,0,1,170770.44,0,0
5931,826,1,30,0,1,157397.57,0,0
5932,656,3,46,141535.52,0,50595.15,1,1
5933,556,1,47,139914.27,1,50390.98,0,0
5934,569,1,41,120243.49,0,163150.03,1,1
5935,765,1,34,91835.16,0,138280.17,0,0
5936,544,2,37,0,0,135067.02,0,0
5937,588,2,22,67178.19,1,163534.75,1,1
5938,740,2,31,0,0,86657.48,0,0
5939,850,2,38,115378.94,1,162087.82,0,0
5940,766,3,30,127786.28,1,28879.3,0,0
5941,849,1,41,0,1,169203.51,1,1
5942,612,1,33,64900.32,0,102426.12,0,0
5943,517,3,53,109172.88,0,54676.1,1,1
5944,645,1,55,0,1,18369.33,0,0
5945,696,3,43,114091.38,1,159888.1,0,0
5946,716,1,40,0,1,167636.15,0,0
5947,590,1,32,0,0,138889.15,0,0
5948,656,1,45,145933.27,1,199392.14,0,0
5949,473,3,35,131504.73,0,189560.43,0,0
5950,742,3,44,107926.02,1,17375.27,1,1
5951,834,3,57,112281.6,0,140225.14,1,1
5952,721,1,41,0,1,61018.85,0,0
5953,590,2,29,0,1,51907.72,1,1
5954,516,2,31,0,0,47018.75,0,0
5955,850,1,33,124781.67,1,33700.52,0,0
5956,748,1,39,132865.56,1,59636.43,1,1
5957,798,3,38,129055.13,0,157147.59,0,0
5958,612,3,76,96166.88,1,191393.26,0,0
5959,540,1,40,165298.12,1,199862.75,0,0
5960,719,2,33,0,0,20016.59,0,0
5961,598,1,48,120682.53,0,30635.52,1,1
5962,796,2,32,102773.15,1,117832.88,0,0
5963,579,3,42,144386.32,1,22497.1,1,1
5964,850,3,40,104449.8,1,747.88,0,0
5965,599,2,35,137102.65,0,76870.81,0,0
5966,724,1,30,142475.87,1,107848.24,0,0
5967,508,1,43,0,0,103726.71,0,0
5968,773,2,37,103195.2,0,178268.36,0,0
5969,526,1,28,112070.44,1,126281.83,0,0
5970,542,1,29,0,1,196651.72,0,0
5971,470,1,35,96473.59,0,5962.3,0,0
5972,805,2,37,0,0,21928.81,0,0
5973,548,3,49,108437.89,0,127022.87,1,1
5974,672,1,37,153195.59,1,162763.01,0,0
5975,773,1,45,96877.21,1,113950.51,0,0
5976,614,1,44,0,1,104930.46,0,0
5977,537,1,38,0,0,52337.97,1,1
5978,704,1,40,95452.89,1,179964.55,0,0
5979,586,2,41,63873.56,0,83753.64,0,0
5980,677,1,24,148298.59,0,182913.95,0,0
5981,558,2,31,0,0,166720.28,0,0
5982,634,3,37,143258.85,0,192721.98,0,0
5983,655,3,37,121342.24,1,180241.44,0,0
5984,619,3,28,99152.73,0,48475.12,0,0
5985,662,1,41,0,0,126551.48,0,0
5986,705,2,33,68423.89,1,64872.55,0,0
5987,527,2,35,0,0,98031.53,1,1
5988,630,3,25,79656.81,0,93524.22,0,0
5989,850,1,35,0,1,56991.66,0,0
5990,668,1,53,110240.04,0,183980.56,1,1
5991,573,1,32,125321.84,1,130234.63,0,0
5992,680,1,27,0,0,32454.26,0,0
5993,758,1,32,84378.9,1,75396.43,0,0
5994,597,1,45,0,0,167756.45,0,0
5995,580,3,35,136281.41,1,24799.47,0,0
5996,622,1,59,119380.37,1,60429.43,0,0
5997,638,3,62,108716.59,1,74241.09,0,0
5998,640,1,20,0,1,78310.82,0,0
5999,644,2,28,0,0,119419.37,0,0
6000,753,1,31,106596.29,0,91305.77,0,0
6001,629,1,37,99546.25,1,25136.95,1,1
6002,775,1,30,0,0,193880.6,1,1
6003,701,1,41,0,0,47856.78,0,0
6004,708,2,19,112615.86,1,4491.77,0,0
6005,521,2,22,0,1,101311.95,0,0
6006,636,1,24,0,1,38830.72,0,0
6007,529,1,31,0,0,26817.23,0,0
6008,757,1,28,75381.15,1,199727.72,0,0
6009,767,2,24,0,1,67445.85,0,0
6010,525,2,33,0,0,161002.29,0,0
6011,759,2,38,0,0,20778.39,0,0
6012,520,3,45,123086.39,1,41042.4,1,1
6013,738,1,26,0,0,67484.16,0,0
6014,548,2,37,0,0,121763.68,0,0
6015,535,2,48,109472.47,0,157358.43,1,1
6016,615,2,59,155766.05,1,110275.17,0,0
6017,850,3,38,101985.81,0,43801.27,0,0
6018,487,1,34,96019.5,0,9085,0,0
6019,731,1,30,0,1,143086.09,0,0
6020,726,2,35,0,1,100556.98,0,0
6021,609,1,35,147900.43,0,140000.29,0,0
6022,714,1,52,100755.66,1,186775.25,0,0
6023,694,2,35,0,0,133570.43,1,1
6024,786,1,33,83036.05,1,154990.58,1,1
6025,698,2,27,125427.37,0,27654.44,0,0
6026,601,1,46,98202.76,0,137763.93,0,0
6027,769,2,41,72509.91,0,25723.73,0,0
6028,850,3,44,140393.65,1,186285.52,0,0
6029,646,2,50,142644.64,1,142208.5,1,1
6030,659,1,44,23503.31,1,169862.01,1,1
6031,487,2,33,145729.71,0,41365.85,0,0
6032,740,3,40,122295.17,1,30812.84,0,0
6033,686,1,39,0,0,155023.93,0,0
6034,612,2,36,119799.27,0,159416.58,0,0
6035,655,2,37,163708.58,0,76259.23,0,0
6036,617,1,34,61687.33,0,105965.25,0,0
6037,674,1,27,79144.34,1,50743.83,0,0
6038,711,2,32,0,1,147720.27,0,0
6039,624,3,27,104848.68,1,167387.36,0,0
6040,597,2,26,0,1,95159.13,0,0
6041,682,2,46,0,1,4654.28,0,0
6042,775,1,45,0,0,130376.68,0,0
6043,727,1,29,146652.01,1,173486.39,0,0
6044,629,1,31,0,0,93881.75,0,0
6045,684,1,46,0,1,36376.97,0,0
6046,549,3,37,130622.34,1,128499.94,0,0
6047,593,3,69,187013.13,1,105898.69,0,0
6048,536,2,40,0,1,11959.03,0,0
6049,707,1,36,0,0,98810.78,0,0
6050,592,2,41,0,0,65906.07,0,0
6051,703,1,44,98862.54,0,151516.7,0,0
6052,723,2,45,0,0,37214.39,0,0
6053,452,3,52,98443.14,0,92033.98,0,0
6054,552,2,42,0,0,195692.3,0,0
6055,633,1,47,0,1,6342.84,1,1
6056,479,3,23,123575.51,1,95148.28,0,0
6057,768,1,25,0,1,21215.67,0,0
6058,742,1,31,105239.1,1,19700.24,0,0
6059,668,3,56,110993.79,0,134396.64,1,1
6060,707,2,44,0,1,135077.01,0,0
6061,754,2,39,157691.98,0,133600.89,1,1
6062,544,3,47,105245.21,0,99922.08,1,1
6063,718,2,32,0,1,41399.33,0,0
6064,762,1,31,117687.35,1,159344.43,0,0
6065,772,1,23,0,0,18364.19,0,0
6066,691,3,37,123067.63,1,98162.44,1,1
6067,502,1,45,0,0,84663.21,0,0
6068,563,1,34,0,0,36536.93,0,0
6069,676,1,41,101457.14,1,79101.67,0,0
6070,576,2,52,100549.43,1,16644.16,0,0
6071,629,2,35,174588.8,1,158420.14,0,0
6072,625,2,52,121161.57,0,48988.28,0,0
6073,628,1,45,0,1,96862.56,0,0
6074,471,3,36,90063.74,1,96366.7,0,0
6075,811,1,45,0,1,146123.19,0,0
6076,504,1,42,134936.97,0,135178.91,0,0
6077,687,1,24,110495.27,0,158615.41,0,0
6078,660,3,37,133200.09,0,71433.88,0,0
6079,548,1,41,82596.8,1,55672.09,0,0
6080,609,3,31,103837.75,1,150218.11,0,0
6081,659,2,42,0,0,162734.31,1,1
6082,526,1,52,93590.47,1,21228.71,1,1
6083,725,3,40,104149.66,0,62027.9,0,0
6084,519,3,38,114141.64,1,60988.21,1,1
6085,562,3,31,117153,1,108675.01,0,0
6086,482,3,45,156353.46,0,72643.95,1,1
6087,535,2,37,175534.78,1,9241.52,0,0
6088,561,1,27,135637,0,153080.4,1,1
6089,661,1,30,0,0,72196.57,0,0
6090,771,1,27,0,1,199527.34,0,0
6091,545,1,26,0,1,156598.23,0,0
6092,850,3,33,83415.04,1,74917.64,0,0
6093,601,3,43,141859.12,1,111249.62,0,0
6094,712,3,38,132767.66,1,59115.77,0,0
6095,589,1,31,110635.32,0,148218.86,0,0
6096,600,2,37,177657.35,1,77142.32,0,0
6097,642,3,41,157777.58,0,67484.6,0,0
6098,575,3,47,107915.94,1,63452.18,1,1
6099,570,3,57,86568.75,1,103660.31,0,0
6100,532,3,52,137755.76,0,163191.99,1,1
6101,796,1,30,137262.71,0,62905.29,0,0
6102,833,2,32,0,1,44323.22,1,1
6103,642,2,36,0,1,97938.59,0,0
6104,655,1,28,0,1,126565.21,0,0
6105,736,3,50,116309.01,0,185360.4,1,1
6106,617,1,34,131244.65,0,183229.02,0,0
6107,762,3,28,125155.83,1,106024.02,0,0
6108,703,3,35,140691.08,0,167810.26,0,0
6109,507,1,41,58820.32,1,138536.09,0,0
6110,581,3,26,105099.45,1,184520,1,1
6111,593,1,31,0,1,20492.16,0,0
6112,648,1,23,168372.52,0,134676.72,0,0
6113,462,3,34,94682.56,0,138478.2,0,0
6114,596,2,36,0,1,125557.95,0,0
6115,627,1,44,0,0,82969.61,1,1
6116,494,1,40,0,1,158071.69,0,0
6117,627,1,73,146329.73,1,43615.67,0,0
6118,850,2,37,0,0,119969.99,0,0
6119,632,1,49,167962.7,0,140201.21,0,0
6120,490,1,33,0,1,80792.83,0,0
6121,715,1,40,0,1,141359.11,0,0
6122,679,1,48,0,0,23344.94,0,0
6123,619,1,44,116967.68,0,5075.17,1,1
6124,465,2,33,0,1,95500.98,0,0
6125,736,2,32,0,1,79082.62,0,0
6126,501,3,34,93244.42,1,199805.63,0,0
6127,535,1,29,0,1,52709.55,0,0
6128,759,1,33,0,0,56583.88,0,0
6129,819,1,35,0,1,3385.04,0,0
6130,533,3,43,80442.06,1,12537.42,0,0
6131,632,3,35,150561.03,0,64722.61,0,0
6132,686,1,60,0,1,75246.21,1,1
6133,687,1,34,125474.44,0,198929.84,0,0
6134,667,3,33,127076.68,0,69011.66,0,0
6135,699,2,25,0,1,52404.47,0,0
6136,497,2,37,128650.11,1,163641.53,0,0
6137,780,2,33,145580.61,1,154598.56,0,0
6138,652,1,51,0,0,173989.47,1,1
6139,477,1,47,144900.58,0,61315.37,1,1
6140,652,1,37,0,0,143393.24,0,0
6141,488,1,31,97588.6,0,124210.53,0,0
6142,572,1,24,0,1,151460.84,0,0
6143,755,1,38,0,0,20734.81,0,0
6144,779,3,24,122200.31,0,43705.56,0,0
6145,693,2,46,151709.33,0,180736.24,0,0
6146,530,2,22,0,0,104170.48,0,0
6147,738,2,33,122134.4,1,27867.59,0,0
6148,690,3,31,137260.45,0,55387.28,0,0
6149,611,1,30,88594.14,0,196332.45,0,0
6150,643,2,34,0,1,116046.22,0,0
6151,632,3,41,127205.32,0,93874.87,1,1
6152,727,2,31,96997.09,0,76614.04,0,0
6153,508,1,64,0,1,6076.62,0,0
6154,550,1,31,142200.19,1,122221.71,0,0
6155,754,3,39,160761.41,1,24156.03,0,0
6156,759,1,26,0,0,135394.62,0,0
6157,794,2,33,0,0,91340.02,0,0
6158,549,1,29,0,0,146090.38,0,0
6159,671,1,31,116234.61,0,172096.08,0,0
6160,756,3,26,155143.52,1,135034.57,1,1
6161,632,1,21,0,0,84008.66,0,0
6162,579,1,38,0,0,91763.67,0,0
6163,748,1,34,84009.47,1,137001.1,0,0
6164,488,3,28,139246.22,0,106799.49,0,0
6165,710,3,58,170113,1,10494.64,0,0
6166,619,2,41,0,1,79866.73,1,1
6167,773,1,64,145578.28,1,186172.85,0,0
6168,657,2,75,126273.95,1,91673.6,0,0
6169,579,1,26,162482.76,1,18458.2,0,0
6170,542,1,29,0,0,8342.35,0,0
6171,709,1,32,87814.89,0,138578.37,0,0
6172,617,2,61,113858.95,1,38129.22,0,0
6173,568,3,43,87612.64,1,107155.4,1,1
6174,769,1,73,0,1,29792.11,0,0
6175,608,3,26,106648.98,1,7063.6,0,0
6176,503,2,31,0,1,21645.06,0,0
6177,608,3,38,103653.51,1,137079.86,0,0
6178,731,3,37,116880.53,0,172718.35,1,1
6179,850,3,40,97990.49,0,106691.02,0,0
6180,591,3,34,150635.3,1,72274.84,0,0
6181,579,2,37,0,1,32246.63,0,0
6182,570,1,39,129674.89,0,80552.36,0,0
6183,709,1,37,0,0,16733.59,0,0
6184,611,1,53,83568.26,0,1235.49,0,0
6185,775,2,48,178144.91,0,50168.41,1,1
6186,699,3,36,147137.74,1,33687.9,0,0
6187,618,1,37,0,1,178705.45,1,1
6188,704,1,36,114370.41,1,66810.48,0,0
6189,835,3,47,108289.28,1,45859.55,1,1
6190,714,3,39,149887.49,0,63846.36,0,0
6191,581,2,43,170172.9,1,100236.02,0,0
6192,592,1,27,0,1,19645.65,0,0
6193,551,1,43,0,0,178393.68,0,0
6194,689,3,28,64808.32,0,78591.15,0,0
6195,604,1,56,62732.65,1,124954.56,0,0
6196,514,1,41,0,1,3756.65,0,0
6197,698,1,29,95167.55,1,152723.23,0,0
6198,581,3,54,152508.99,0,187597.98,1,1
6199,573,3,31,134644.19,1,70381.49,0,0
6200,449,2,33,0,0,156792.89,0,0
6201,850,3,31,51293.47,0,35534.68,0,0
6202,612,1,41,0,0,151256.22,0,0
6203,690,2,49,116622.73,1,51011.29,0,0
6204,599,2,49,0,0,111190.53,0,0
6205,498,1,33,198113.86,0,69664.35,0,0
6206,497,1,29,85646.81,0,63233.02,1,1
6207,802,2,51,0,1,40855.79,0,0
6208,644,1,33,141234.98,0,95673.05,0,0
6209,714,1,34,0,1,80234.14,0,0
6210,690,1,40,77641.99,0,189051.59,1,1
6211,522,2,30,0,0,145490.85,0,0
6212,502,3,40,117304.29,0,196278.32,0,0
6213,730,2,62,0,1,162889.1,0,0
6214,590,3,36,92340.69,1,174667.58,0,0
6215,458,3,35,146780.52,1,3476.38,0,0
6216,553,2,41,144974.55,1,19344.92,0,0
6217,479,1,47,0,0,95270.83,0,0
6218,693,1,31,0,1,107759.31,0,0
6219,707,2,43,0,0,118368.2,0,0
6220,636,2,37,115137.26,0,52484.01,0,0
6221,807,1,33,101952.97,0,178153.65,0,0
6222,513,1,45,164649.52,0,49915.52,1,1
6223,582,1,31,0,1,33747.03,0,0
6224,694,1,32,91956.49,1,59961.81,0,0
6225,777,1,39,0,1,18613.52,0,0
6226,598,3,32,123938.6,0,198894.42,0,0
6227,762,3,46,123571.77,1,57014.17,1,1
6228,588,1,34,120777.88,1,131729.52,0,0
6229,663,3,42,90248.79,1,79169.73,0,0
6230,777,1,36,0,0,106472.34,0,0
6231,592,1,71,0,1,17013.54,0,0
6232,631,3,48,106396.48,1,150661.42,1,1
6233,725,3,47,104887.43,0,86622.56,1,1
6234,850,1,34,72079.71,1,115767.93,0,0
6235,540,1,37,0,0,141998.89,0,0
6236,674,2,36,0,1,182787.17,0,0
6237,553,1,38,99844.68,0,187915.7,0,0
6238,630,1,28,0,1,133267.78,0,0
6239,466,1,26,156815.71,1,137476.09,0,0
6240,613,1,47,146034.74,1,77146.14,0,0
6241,558,1,27,152283.39,0,183271.15,0,0
6242,775,3,33,118897.1,1,26362.4,0,0
6243,698,3,52,96781.39,1,153373.71,0,0
6244,608,3,33,102772.67,0,70705.58,0,0
6245,670,2,20,0,0,119759.24,0,0
6246,591,2,39,0,0,42392.24,0,0
6247,633,1,40,150578,1,34670.62,1,1
6248,678,1,46,0,0,82106.19,0,0
6249,590,1,47,0,0,171774.5,0,0
6250,705,1,48,0,0,149772.61,0,0
6251,608,1,42,163548.07,0,38866.85,0,0
6252,682,1,37,148580.12,0,35179.18,0,0
6253,596,3,32,96709.07,0,41788.37,0,0
6254,395,3,34,106011.59,1,17376.57,1,1
6255,578,3,37,135650.88,0,199428.19,0,0
6256,547,3,55,111362.76,0,16922.28,1,1
6257,609,1,37,39344.83,1,178291.89,1,1
6258,774,3,36,130809.77,0,152290.28,0,0
6259,712,1,27,133009.51,0,126809.15,0,0
6260,585,3,28,135337.49,1,40385.61,0,0
